Date,Year,Month,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46
2/15/2017,2017,2,94.08,127.68,241.92,127.68,107.52,154.56,120.96,201.6,282.24,268.8,329.28,329.28,362.88,235.2,168,241.92,235.2,262.08,235.2,100.8,255.36,235.2,94.08,248.64,235.2,288.96,221.76,295.68,315.84,309.12,430.08,362.88,389.76,302.4,67.2,309.12,134.4,134.4,114.24,114.24,127.68,134.4,134.4,120.96,241.92,221.76
3/15/2017,2017,3,59.52,59.52,133.92,66.96,37.2,89.28,44.64,89.28,104.16,119.04,133.92,133.92,133.92,126.48,96.72,141.36,156.24,148.8,141.36,81.84,133.92,126.48,37.2,133.92,96.72,141.36,74.4,133.92,141.36,104.16,126.48,126.48,126.48,119.04,14.88,104.16,89.28,89.28,44.64,74.4,81.84,81.84,81.84,59.52,163.68,141.36
4/15/2017,2017,4,43.2,43.2,144,64.8,36,100.8,36,108,129.6,129.6,151.2,151.2,165.6,129.6,86.4,144,129.6,158.4,136.8,93.6,144,122.4,64.8,144,108,151.2,79.2,151.2,151.2,129.6,158.4,144,158.4,122.4,14.4,108,72,72,50.4,86.4,86.4,86.4,86.4,64.8,208.8,129.6
5/15/2017,2017,5,14.88,14.88,14.88,14.88,7.44,22.32,0,29.76,29.76,22.32,29.76,22.32,29.76,7.44,29.76,22.32,7.44,22.32,14.88,29.76,14.88,7.44,7.44,14.88,0,14.88,0,14.88,14.88,22.32,22.32,14.88,29.76,7.44,7.44,0,22.32,22.32,14.88,22.32,14.88,14.88,14.88,14.88,29.76,7.44
6/15/2017,2017,6,0,0,14.4,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,14.4,21.6,14.4,7.2,14.4,14.4,7.2,14.4,7.2,0,14.4,0,14.4,0,14.4,7.2,14.4,14.4,7.2,7.2,7.2,0,7.2,7.2,7.2,0,7.2,7.2,7.2,7.2,0,14.4,14.4
7/15/2017,2017,7,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0
8/15/2017,2017,8,7.44,0,7.44,0,0,0,0,7.44,7.44,7.44,7.44,7.44,7.44,0,7.44,7.44,7.44,7.44,7.44,7.44,7.44,0,0,7.44,0,7.44,0,0,0,7.44,7.44,0,7.44,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44
9/15/2017,2017,9,7.2,7.2,14.4,0,7.2,14.4,0,14.4,14.4,7.2,14.4,14.4,14.4,7.2,14.4,14.4,7.2,14.4,14.4,7.2,14.4,7.2,7.2,7.2,0,14.4,0,7.2,7.2,14.4,14.4,7.2,21.6,7.2,7.2,7.2,7.2,7.2,7.2,14.4,7.2,7.2,7.2,7.2,14.4,7.2
10/15/2017,2017,10,7.44,7.44,22.32,14.88,7.44,14.88,0,14.88,14.88,14.88,22.32,22.32,22.32,22.32,22.32,29.76,22.32,29.76,22.32,7.44,22.32,14.88,7.44,22.32,7.44,29.76,0,22.32,22.32,29.76,22.32,14.88,22.32,37.2,0,14.88,14.88,14.88,7.44,14.88,14.88,22.32,22.32,14.88,37.2,29.76
11/15/2017,2017,11,28.8,36,172.8,57.6,21.6,100.8,28.8,122.4,151.2,151.2,187.2,187.2,208.8,165.6,86.4,151.2,151.2,180,165.6,50.4,172.8,129.6,21.6,172.8,115.2,165.6,100.8,165.6,172.8,172.8,237.6,194.4,223.2,144,7.2,122.4,50.4,50.4,28.8,72,72,79.2,79.2,57.6,151.2,144
12/15/2017,2017,12,44.64,52.08,44.64,37.2,29.76,59.52,0,44.64,59.52,66.96,81.84,74.4,74.4,37.2,22.32,44.64,44.64,52.08,44.64,37.2,44.64,22.32,22.32,44.64,7.44,44.64,7.44,44.64,37.2,37.2,44.64,44.64,59.52,44.64,14.88,7.44,66.96,66.96,37.2,44.64,59.52,59.52,59.52,37.2,59.52,44.64
1/15/2018,2018,1,74.4,89.28,148.8,81.84,59.52,111.6,74.4,111.6,148.8,171.12,200.88,208.32,215.76,141.36,81.84,148.8,171.12,156.24,148.8,66.96,148.8,156.24,52.08,156.24,141.36,156.24,126.48,171.12,186,141.36,200.88,200.88,200.88,193.44,44.64,193.44,104.16,104.16,74.4,81.84,104.16,104.16,104.16,81.84,156.24,156.24
2/15/2018,2018,2,53.76,67.2,47.04,40.32,40.32,80.64,20.16,67.2,73.92,80.64,94.08,87.36,94.08,40.32,26.88,53.76,47.04,60.48,47.04,53.76,53.76,26.88,26.88,53.76,13.44,60.48,13.44,53.76,53.76,40.32,53.76,53.76,80.64,47.04,13.44,47.04,87.36,87.36,47.04,67.2,73.92,73.92,73.92,47.04,60.48,47.04
3/15/2018,2018,3,89.28,119.04,133.92,104.16,96.72,156.24,52.08,163.68,186,193.44,230.64,223.2,238.08,133.92,81.84,126.48,126.48,141.36,126.48,111.6,141.36,133.92,96.72,148.8,126.48,171.12,111.6,178.56,200.88,171.12,245.52,223.2,238.08,171.12,81.84,171.12,126.48,126.48,104.16,141.36,156.24,163.68,163.68,119.04,126.48,111.6
4/15/2018,2018,4,36,36,122.4,43.2,21.6,79.2,36,79.2,79.2,93.6,108,108,108,115.2,79.2,122.4,122.4,136.8,122.4,72,122.4,115.2,21.6,122.4,108,129.6,86.4,129.6,129.6,93.6,86.4,93.6,93.6,129.6,7.2,93.6,57.6,57.6,28.8,64.8,50.4,50.4,50.4,43.2,122.4,129.6
5/15/2018,2018,5,14.88,14.88,29.76,14.88,7.44,29.76,0,29.76,37.2,29.76,37.2,29.76,37.2,29.76,44.64,37.2,22.32,37.2,29.76,29.76,29.76,22.32,7.44,29.76,22.32,37.2,14.88,29.76,29.76,44.64,37.2,29.76,37.2,14.88,7.44,0,14.88,14.88,7.44,29.76,14.88,14.88,14.88,14.88,44.64,29.76
6/15/2018,2018,6,0,0,7.2,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,14.4,7.2,0,7.2,7.2,7.2,7.2,0,0,7.2,0,7.2,0,7.2,0,7.2,7.2,7.2,7.2,0,0,0,0,0,0,7.2,7.2,7.2,7.2,0,7.2,0
7/15/2018,2018,7,7.44,7.44,0,0,7.44,7.44,0,14.88,22.32,14.88,14.88,14.88,14.88,0,7.44,0,0,0,0,14.88,0,0,0,0,0,0,0,0,0,7.44,14.88,7.44,22.32,0,0,0,7.44,7.44,7.44,14.88,7.44,7.44,7.44,0,7.44,0
8/15/2018,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2018,2018,9,7.2,7.2,7.2,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,0,14.4,7.2,0,7.2,0,7.2,7.2,0,0,7.2,0,7.2,0,7.2,7.2,7.2,7.2,0,7.2,7.2,0,7.2,7.2,7.2,7.2,14.4,7.2,7.2,7.2,7.2,7.2,0
10/15/2018,2018,10,7.44,14.88,29.76,14.88,7.44,22.32,7.44,22.32,22.32,22.32,29.76,29.76,29.76,22.32,29.76,29.76,29.76,37.2,29.76,14.88,29.76,22.32,7.44,29.76,14.88,37.2,7.44,29.76,22.32,29.76,22.32,22.32,29.76,52.08,0,29.76,14.88,14.88,14.88,22.32,22.32,22.32,22.32,14.88,29.76,29.76
11/15/2018,2018,11,36,50.4,151.2,79.2,36,108,57.6,100.8,122.4,129.6,151.2,151.2,158.4,144,86.4,151.2,158.4,158.4,151.2,64.8,151.2,144,57.6,151.2,136.8,151.2,115.2,151.2,158.4,129.6,151.2,144,151.2,165.6,21.6,129.6,64.8,64.8,43.2,86.4,93.6,93.6,93.6,72,129.6,165.6
12/15/2018,2018,12,59.52,66.96,133.92,81.84,44.64,81.84,37.2,74.4,89.28,111.6,126.48,126.48,126.48,126.48,74.4,141.36,141.36,141.36,141.36,52.08,133.92,126.48,37.2,133.92,104.16,133.92,89.28,133.92,133.92,89.28,111.6,111.6,119.04,111.6,29.76,66.96,81.84,81.84,52.08,59.52,74.4,89.28,89.28,74.4,133.92,141.36
